Nome,Idade,Sexo,Turma,Rm,Pontuacao,Num_simulacoes,Num_insignias
Nicholas Blanchard Jr.,30,M,5LPNW,857323,370,1,2
Elizabeth Fowler,25,F,9LPNX,677169,2590,3,14
Timothy Green,33,M,6LPNX,210738,370,1,2
William Cox,36,M,10LPNY,599724,370,1,2
Jennifer Clark,36,F,8LPNW,508095,740,3,4
Jasmine Castaneda,32,F,9LPNY,131664,185,1,1
Stephen Sanders,24,M,9LPNY,463509,1665,2,9
Shelby Lee,38,F,9LPNX,774414,0,1,0
Mercedes Jackson,18,F,8LPNW,354252,555,2,3
Sarah Pope,33,F,8LPNW,462223,1480,2,8
Morgan Vaughn,35,F,2LPNZ,945496,2035,3,11
Heather Rodriguez,25,F,1LPNX,744844,1480,3,8
John Flores,38,M,9LPNY,934447,1110,3,6
Phillip Smith,32,M,6LPNX,515756,370,1,2
Justin Floyd,46,M,5LPNZ,601692,740,2,4
Steve Valdez,48,M,9LPNY,414995,1665,2,9
Patrick Sweeney,32,M,5LPNZ,617269,370,2,2
Christopher Martinez,26,M,2LPNX,685705,1665,2,9
Daniel Rivera,27,M,2LPNY,214486,370,1,2
Mary Owen,18,F,6LPNW,842798,2035,3,11
Robert Stanley,28,M,6LPNY,862370,185,1,1
Joseph Murphy,48,M,5LPNZ,369103,1850,3,10
Robert Mcfarland,19,M,8LPNY,131224,0,2,0
Michael Warren,25,M,1LPNZ,640283,0,3,0
Jeffrey Duncan MD,20,M,8LPNY,211303,1665,3,9
Richard Owens,25,M,1LPNZ,814990,370,1,2
Tracy Murphy,34,F,1LPNW,281481,740,2,4
Martha Holland,42,F,7LPNZ,367232,0,1,0
Micheal Lee,27,M,6LPNW,742937,555,2,3
Cheyenne Lewis,33,F,1LPNY,670156,1665,2,9
Sharon Goodman,31,F,3LPNY,915686,1850,2,10
Jessica Thomas,41,F,2LPNW,438741,1110,2,6
Andre Simmons,25,M,4LPNZ,880674,185,1,1
Kathy Holt,40,F,8LPNY,350555,370,3,2
Yesenia Tucker,35,F,3LPNW,290251,1850,3,10
Scott Frederick,31,M,10LPNX,373865,370,1,2
Laura Powell,37,F,8LPNX,278695,740,1,4
Margaret Ramsey,42,F,3LPNX,207989,1665,2,9
Samantha Allen,36,F,5LPNZ,538908,370,3,2
Jeremiah Roberts,48,M,6LPNY,474413,2035,3,11
Lisa Ward,45,F,1LPNZ,155608,1295,3,7
James Silva,49,M,5LPNW,467160,2035,3,11
Dr. Ryan Hart,41,M,7LPNW,119502,185,2,1
Audrey Strickland,26,F,10LPNZ,438148,370,2,2
Caleb Wallace,27,M,7LPNY,305631,185,1,1
Karen Nguyen,48,F,7LPNZ,286504,555,1,3
Pamela Jenkins,34,F,7LPNZ,360912,0,1,0
Bonnie Middleton,27,F,2LPNY,580161,185,1,1
Mia Evans,38,F,10LPNW,500086,740,3,4
Jeffery Vasquez,42,M,5LPNX,827732,1850,2,10
Heather Nash,40,F,10LPNY,574784,1850,2,10
Austin Campbell,48,M,2LPNY,129505,370,3,2
Austin Ward,40,M,5LPNW,498840,1850,2,10
John Santos,33,M,2LPNY,918797,1110,3,6
Roger Moore,35,M,5LPNW,189867,925,2,5
Jack Wilson,30,M,2LPNX,120058,1480,2,8
Michael Bridges,33,M,7LPNX,110709,1665,2,9
Olivia Allen,28,F,10LPNY,531944,1295,3,7
Maria Velazquez,22,F,7LPNX,562589,1295,2,7
Pamela Martinez,25,F,10LPNZ,385990,1665,2,9
Christine Thomas,41,F,5LPNX,704631,2405,3,13
Allison Thomas,22,F,7LPNX,123409,185,2,1
Tracy Waller,27,F,5LPNW,327904,1110,2,6
Janet Flores,45,F,7LPNY,834084,1480,3,8
Melvin Johnson,20,M,5LPNY,835206,0,2,0
Ross Brown,25,M,5LPNW,692479,925,1,5
Felicia Friedman,30,F,8LPNX,433713,370,3,2
Monica Long,42,F,3LPNY,565712,0,3,0
Sarah Cardenas,37,F,10LPNZ,601039,1110,3,6
Robert Davis,19,M,8LPNY,491609,1110,2,6
Louis Myers,30,M,3LPNY,882499,185,2,1
Timothy Barrett,19,M,5LPNY,917968,740,3,4
Christopher Lewis,42,M,9LPNW,528185,185,2,1
Kenneth Wright,18,M,4LPNX,530785,185,3,1
Richard Sims,38,M,8LPNZ,501059,185,1,1
Abigail Miller,18,F,9LPNZ,226855,0,3,0
Daniel Brewer,48,M,4LPNX,553682,1850,2,10
Julia Stout,46,F,10LPNX,680646,1295,3,7
Gloria Cooke,44,F,7LPNY,894450,0,1,0
Brian Chen,34,M,8LPNY,792626,1295,3,7
Dawn Patel,18,F,10LPNZ,359728,2035,3,11
Patrick Henderson,20,M,2LPNZ,400433,1480,3,8
Miguel Kaiser,20,M,7LPNZ,853214,925,2,5
Debra Page,47,F,9LPNY,229501,2405,3,13
Lauren Garcia,28,F,5LPNY,245740,1110,2,6
Kylie Delacruz,50,F,3LPNZ,112444,1850,2,10
Jeffery Moon,21,M,8LPNW,689327,370,3,2
Suzanne Salazar,31,F,9LPNZ,596695,1850,2,10
Preston Marshall,30,M,6LPNZ,581238,2405,3,13
Emily Miller,40,F,10LPNZ,985041,185,3,1
Cynthia Rivera,35,F,10LPNX,475515,370,3,2
John Rodriguez,28,M,8LPNX,568946,0,1,0
Curtis Morris,38,M,9LPNZ,895894,185,1,1
Rodney Morales,35,M,3LPNY,218424,2220,3,12
Angela Barnes,26,F,8LPNX,115618,1110,2,6
Kenneth Reed,42,M,8LPNZ,956684,925,1,5
Emily Smith,45,F,6LPNW,284943,0,2,0
Tonya Wiggins,43,F,8LPNW,567278,555,1,3
Victoria Jones,37,F,1LPNY,225757,1480,2,8
Heather Mills,24,F,5LPNY,419024,370,1,2
Wendy Thomas,39,F,1LPNY,800939,925,3,5
Jeffrey Bautista,46,M,8LPNY,585864,185,2,1
Erica Mccoy,22,F,4LPNX,551725,555,2,3
Tonya Johnson,36,F,9LPNZ,769578,0,1,0
Daniel Butler,45,M,4LPNZ,393307,555,1,3
Jeff Reyes,19,M,9LPNY,817871,740,1,4
Kristen Clark,23,F,7LPNX,676349,1480,3,8
Christine Shah,22,F,1LPNX,272161,740,1,4
James Davis,37,M,5LPNX,631771,555,2,3
James Clark,37,M,4LPNW,975381,1665,2,9
Nathan Munoz,44,M,9LPNY,451994,2775,3,15
Michael Gonzalez,48,M,9LPNY,367389,370,1,2
George Watson DDS,24,M,7LPNW,940647,1110,2,6
Ryan Guerra,29,M,7LPNY,961214,925,1,5
Savannah Anderson,28,F,10LPNY,686878,185,1,1
Tammy Morgan,26,F,3LPNZ,652716,2590,3,14
Robert Garcia,37,M,7LPNY,122111,925,3,5
David Williams,43,M,5LPNY,470612,0,1,0
Jordan Grant,34,M,9LPNZ,960511,370,3,2
Jason Moore,38,M,3LPNX,138551,740,2,4
Steven Robinson,45,M,9LPNZ,938734,370,2,2
Kelly Holmes,30,F,1LPNY,717927,370,2,2
Justin Barker,23,M,1LPNX,296416,2775,3,15
Robert Marsh,39,M,3LPNX,156529,740,1,4
Whitney Byrd,19,F,8LPNZ,463404,1480,3,8
Angela Miller,19,F,2LPNZ,711837,1480,2,8
Dr. Jennifer Thomas DDS,27,F,6LPNW,641186,740,1,4
Teresa Green,39,F,7LPNZ,261595,925,1,5
Brittany Wolfe,22,F,2LPNW,148833,370,1,2
Angela Bailey,50,F,7LPNX,942371,2220,3,12
Joseph Dominguez,26,M,10LPNX,312972,370,1,2
Nicole Hooper,33,F,3LPNZ,782769,555,2,3
Natasha Jones,46,F,1LPNZ,761042,2220,3,12
Jessica Ross,45,F,2LPNX,529902,1850,2,10
Jason Gillespie,36,M,4LPNY,281095,740,2,4
Michael Kelly,19,M,10LPNW,691707,555,1,3
Jason Rogers,35,M,9LPNW,465912,925,3,5
Todd Barnett,39,M,7LPNX,981373,2775,3,15
Kimberly Pena,25,F,8LPNY,864042,1665,2,9
William Martinez,46,M,7LPNX,551180,925,1,5
Brittany Anderson,41,F,8LPNZ,696142,185,2,1
Andrew Henson,26,M,4LPNX,158708,740,1,4
Jasmine Morales,30,F,9LPNZ,523558,0,1,0
Howard Valencia,22,M,7LPNW,486826,0,3,0
Danielle Michael,42,F,2LPNY,118275,555,1,3
Gina Fitzpatrick,46,F,9LPNX,756404,1665,2,9
Carla Jones,29,F,7LPNY,493541,185,1,1
Jeffrey Ramsey,50,M,10LPNY,152264,555,1,3
Amanda Velazquez,28,F,8LPNX,983011,0,1,0
Joshua Cole,28,M,1LPNW,121322,555,3,3
Catherine Peterson,19,F,1LPNX,577841,740,1,4
Wayne Garza,27,M,6LPNW,886809,1110,2,6
Rebecca White,45,F,4LPNY,159397,370,2,2
Dana Marshall,18,F,5LPNY,280505,1850,3,10
Brad Hanson,27,M,2LPNY,624229,740,2,4
Daniel Garza,30,M,7LPNZ,553567,2035,3,11
Michael Pennington,32,M,3LPNW,516043,555,1,3
Jennifer Coleman,46,F,10LPNY,601625,2220,3,12
Elizabeth Wilson,26,F,9LPNY,596772,0,1,0
Rodney Powers,27,M,4LPNZ,512920,1295,3,7
Crystal Hendrix,25,F,2LPNY,385612,925,3,5
Stephanie Barnes,21,F,7LPNY,768619,2220,3,12
Nicole Mclean,34,F,1LPNZ,526733,1665,3,9
Wayne Bass,36,M,9LPNW,439879,1850,2,10
Roy Dominguez,32,M,2LPNZ,360171,185,2,1
Samuel Gould,42,M,3LPNZ,124893,555,1,3
Krista Wilson,31,F,9LPNZ,871699,370,3,2
Joseph Livingston,28,M,2LPNX,936712,0,1,0
David Brown,33,M,4LPNX,757040,1850,2,10
Justin Williams,47,M,8LPNY,622160,2405,3,13
Steven Cantrell,35,M,2LPNY,933310,185,2,1
Kathleen Ortiz,43,F,8LPNW,268000,925,1,5
Brandon Myers,46,M,10LPNZ,253216,185,3,1
Matthew Thomas,29,M,2LPNY,329968,185,1,1
Kevin Warren,36,M,4LPNZ,441953,0,1,0
Andre Rose,36,M,10LPNW,838201,740,2,4
Michelle Leonard,20,F,7LPNW,221771,555,1,3
Jennifer Ewing,35,F,5LPNZ,157962,740,3,4
Matthew Flowers,39,M,5LPNW,769306,0,1,0
Katherine Fisher,38,F,1LPNZ,777778,740,3,4
Angel Williamson,35,M,8LPNZ,610006,925,3,5
Cameron Leonard,41,M,2LPNX,716661,2775,3,15
Cody Walker,33,M,2LPNY,566700,370,1,2
Albert Villarreal,37,M,4LPNX,496144,185,3,1
Jason Hahn,50,M,7LPNY,278698,1295,2,7
April Reese,19,F,1LPNW,216485,925,1,5
Laura Peters,21,F,9LPNX,604139,2035,3,11
Christopher Macias,26,M,4LPNW,784930,555,1,3
Jason Holland,43,M,8LPNZ,447956,2220,3,12
Kristina Butler,31,F,9LPNZ,611230,555,3,3
Andrew Brown,42,M,10LPNW,215307,1480,2,8
Jeffrey Spencer,38,M,7LPNW,564477,1110,3,6
Edward Case,44,M,3LPNW,139485,555,2,3
Cindy Arnold,28,F,7LPNX,221099,1480,2,8
Robert Holt,39,M,5LPNX,852767,1850,2,10
Pam Smith,22,F,1LPNZ,904697,1480,2,8
Thomas Black,20,M,5LPNY,621930,1480,2,8
Crystal Lopez,41,F,8LPNY,290285,740,2,4
Lori Singleton,31,F,1LPNX,466208,1295,3,7
Debra Dominguez,37,F,2LPNW,805683,370,2,2
Andrea Ward,19,F,1LPNX,259901,370,1,2
Jesse Moore,34,M,3LPNW,696585,1110,2,6
Andrew Reyes III,26,M,5LPNX,645239,1110,3,6
Matthew Smith,40,M,1LPNX,511467,185,1,1
Dennis Horn,18,M,6LPNX,844695,370,1,2
Melissa Macias,31,F,4LPNW,308304,185,1,1
Robert Pearson,44,M,8LPNW,633408,740,2,4
Robert Ayala,28,M,7LPNW,643362,185,1,1
Joyce Fisher,41,F,5LPNW,809894,2220,3,12
Vincent Hill,47,M,9LPNZ,776006,0,1,0
Justin Richmond,22,M,8LPNX,591559,185,1,1
Jennifer Rasmussen,23,F,6LPNX,617154,2405,3,13
Lauren Rowland,48,F,3LPNY,673372,740,2,4
William Mueller,44,M,2LPNX,546241,925,1,5
Paul Powell,38,M,9LPNY,842540,1295,3,7
Seth Weiss,31,M,4LPNW,680505,1850,2,10
Cheryl Nunez,49,F,4LPNW,135588,2405,3,13
Melissa Young,40,F,4LPNW,500597,1110,3,6
Lisa Nielsen,28,F,3LPNY,158512,1110,3,6
Colin Rose,25,M,1LPNX,610224,0,1,0
Jesse Harper,23,M,10LPNZ,801056,740,1,4
Larry Johnson,22,M,6LPNZ,512961,370,2,2
Christopher Johnson,39,M,3LPNZ,700304,0,1,0
Erica Johnson,50,F,1LPNX,813154,1480,2,8
Jodi Campbell,18,F,1LPNZ,390952,555,1,3
Donald Anderson,35,M,5LPNY,562639,370,2,2
Hannah Kirby,45,F,8LPNZ,648459,1295,2,7
Brittany Watson,35,F,6LPNW,102994,370,2,2
Andrew Phelps,50,M,2LPNY,580599,2220,3,12
John Vance,50,M,10LPNW,946248,185,2,1
Patrick Butler,47,M,1LPNX,441676,1295,2,7
Sierra Nelson,25,F,1LPNW,645692,1295,2,7
Jessica Winters,50,F,7LPNX,352553,0,3,0
Sandra Vargas,41,F,3LPNW,499859,740,1,4
Max Tran,32,M,1LPNX,444801,1665,2,9
Jennifer Hancock,38,F,6LPNZ,834390,185,1,1
Rachel Carroll,49,F,9LPNX,929892,0,1,0
Christopher Fisher,46,M,6LPNW,886034,1850,2,10
Donna Neal,39,F,1LPNY,908889,925,1,5
Leslie Gonzales,41,F,4LPNY,917987,0,1,0
George Walker,34,M,6LPNX,211695,740,2,4
Emily Chen,19,F,1LPNW,276382,2405,3,13
Ashley Sullivan,28,F,1LPNY,234975,1665,2,9
Jeffrey Simpson,45,M,9LPNW,964072,0,3,0
Debra Hall,25,F,3LPNW,754615,1850,2,10
Oscar Barajas,20,M,2LPNX,837093,1480,3,8
Lauren Nunez,48,F,8LPNX,496377,185,1,1
Emily Lyons,18,F,8LPNZ,863694,740,1,4
Nathan Murphy,40,M,10LPNY,668688,185,3,1
Rebecca Davis,32,F,6LPNW,337040,1665,2,9
Jesus English,38,M,2LPNW,159351,740,1,4
Nicholas Higgins,26,M,8LPNY,746135,925,2,5
Melissa Ellis,34,F,1LPNY,411175,740,1,4
Jonathan Lopez,44,M,8LPNY,207747,0,1,0
Matthew Allen,19,M,9LPNX,652219,740,3,4
Stephanie Washington,37,F,2LPNY,921041,185,1,1
Tiffany Johnson,36,F,9LPNY,261472,925,1,5
Sherry Watson,43,F,3LPNW,428334,1110,2,6
Nathaniel Bailey,34,M,4LPNW,525612,370,2,2
Jeffrey Adams,23,M,5LPNZ,799897,555,1,3
Ryan Moore,40,M,6LPNZ,254348,1110,2,6
Samantha Cruz,30,F,3LPNW,624893,1850,3,10
Martha Parker,46,F,1LPNZ,447189,555,1,3
Christine Pineda,24,F,7LPNX,460128,2220,3,12
Lisa Cook,48,F,5LPNZ,987456,1295,3,7
Mary James,18,F,10LPNZ,960755,1110,3,6
Douglas Price,47,M,2LPNZ,897949,370,1,2
Susan Wright,35,F,5LPNY,501407,925,3,5
Brian Allen,42,M,1LPNZ,841101,185,1,1
Stephanie Roberts,46,F,9LPNZ,767365,925,1,5
Wendy Jordan,39,F,9LPNZ,822821,1850,2,10
Johnny Williams,50,M,1LPNZ,277869,740,2,4
Abigail Bennett,31,F,9LPNY,754914,555,3,3
Chris Rangel,30,M,10LPNX,438231,1665,3,9
Joe Medina,36,M,5LPNZ,817645,2775,3,15
Thomas Cunningham V,34,M,4LPNZ,159816,555,1,3
Angela Blanchard,26,F,10LPNZ,333814,1295,2,7
Debra Hudson,23,F,5LPNZ,315950,185,1,1
Erica Edwards,44,F,6LPNY,441891,740,1,4
Anthony Thompson,44,M,3LPNZ,692942,185,1,1
Michael Larson Jr.,23,M,8LPNY,757252,740,1,4
Anne Richards,24,F,7LPNX,554533,1110,2,6
Elizabeth Barker,36,F,6LPNX,832970,555,2,3
David Cervantes,37,M,2LPNZ,331235,2035,3,11
Samuel Santana,32,M,1LPNZ,398553,1480,3,8
Travis Hicks,20,M,5LPNW,915815,185,1,1
Kim Mcdonald,25,F,9LPNX,363796,555,3,3
Susan Gonzalez,27,F,4LPNY,637622,0,1,0
John Colon,46,M,7LPNY,282776,2775,3,15
Brittany Hardy,22,F,2LPNW,649100,555,1,3
Morgan Perez,33,F,8LPNX,753830,1480,2,8
Anna Martin,36,F,8LPNX,473175,1665,2,9
Veronica Garcia,29,F,8LPNX,418935,925,2,5
Amy Mueller,40,F,8LPNY,957512,925,2,5
Jessica Watts,47,F,6LPNY,771707,2405,3,13
Philip Taylor,32,M,7LPNY,429169,185,1,1
Tiffany Black,19,F,1LPNW,849469,925,2,5
Ethan Martinez,44,M,1LPNY,426842,925,1,5
Mary Grant,29,F,1LPNZ,645046,370,1,2
Heather Marshall,48,F,2LPNZ,417034,2035,3,11
Tony Rice,44,M,6LPNZ,543663,370,1,2
Earl Robinson,34,M,1LPNW,400099,925,1,5
Patrick Acevedo,21,M,6LPNY,982950,1480,3,8
April Thompson,27,F,4LPNX,950248,1850,2,10
Melissa Perez,20,F,3LPNX,191166,2405,3,13
Cindy Ramsey,30,F,10LPNZ,599606,370,1,2
Steven Hamilton,25,M,10LPNX,369057,740,1,4
Courtney Nelson,32,F,2LPNW,635226,2220,3,12
Marie Holmes,23,F,7LPNY,592108,740,1,4
Nicholas Parker,28,M,7LPNY,507119,740,1,4
Steven Chase,40,M,8LPNW,278215,370,2,2
Anthony Baker,24,M,10LPNY,297953,740,1,4
Mark Wilcox,38,M,1LPNY,142607,2220,3,12
David Le,34,M,5LPNW,181613,0,1,0
Bruce Chen,39,M,8LPNX,716068,925,2,5
David Adams,29,M,5LPNY,109156,185,1,1
Andrew Robertson,27,M,9LPNY,165629,1480,2,8
Wendy Allen,24,F,1LPNW,800196,555,1,3
Michael Rodriguez,46,M,9LPNX,822167,185,2,1
Kevin Summers,33,M,6LPNX,484818,0,1,0
Crystal Young,30,F,6LPNX,503574,0,2,0
Wyatt Sims,22,M,9LPNZ,913025,1295,2,7
Thomas Nicholson,48,M,5LPNY,539215,185,1,1
Julia Miller,22,F,5LPNW,264249,2035,3,11
Billy Harmon,38,M,5LPNZ,463247,555,1,3
Joel Preston,50,M,6LPNY,751889,1295,2,7
Michael Coleman,45,M,7LPNY,108607,740,1,4
Eric Ross,37,M,7LPNW,717503,555,1,3
Laura Quinn,46,F,6LPNZ,579530,1295,2,7
Laura Hayes,34,F,10LPNW,178719,555,1,3
Kendra Sherman,50,F,4LPNZ,543954,740,2,4
Richard Jackson,23,M,4LPNY,835762,555,3,3
Cassie Lawson,33,F,7LPNW,858709,740,2,4
Erica Pratt,31,F,5LPNY,747332,740,1,4
Robert Brooks,48,M,1LPNW,244808,740,1,4
Brent Graves,42,M,9LPNW,857587,925,1,5
Lauren Willis,47,F,4LPNW,257581,555,1,3
William Robbins,26,M,5LPNX,629356,555,2,3
Daniel Dickerson,50,M,6LPNX,414571,370,3,2
Brett Dunn,22,M,6LPNY,793510,1110,2,6
Sarah Nelson,29,F,6LPNX,808041,0,1,0
Andrew Lawson,31,M,3LPNX,979016,0,2,0
Hailey Lopez,23,F,2LPNY,322725,740,2,4
Michelle Roberts,39,F,3LPNW,533502,370,3,2
Andrea Snyder,42,F,3LPNW,626778,925,3,5
Charles Johnson,32,M,6LPNZ,555216,370,1,2
Gregg Liu,26,M,1LPNY,452917,740,2,4
George Brown,30,M,10LPNZ,113147,185,3,1
Nathan Lloyd,35,M,6LPNZ,779922,2035,3,11
John Rivera,22,M,5LPNX,833448,1110,3,6
Eric Smith,31,M,8LPNY,234154,555,2,3
Benjamin Herman,26,M,9LPNY,836365,0,1,0
Martin Chapman,39,M,3LPNZ,306879,370,1,2
Stephanie Carter,22,F,5LPNX,581997,0,1,0
Robert Ryan,44,M,2LPNZ,388839,0,1,0
Samuel Perry,37,M,8LPNZ,553732,1480,2,8
Kayla Smith,42,F,3LPNX,998849,185,1,1
Brandy Hall,45,F,1LPNY,788717,555,1,3
Lisa Navarro,22,F,5LPNX,302161,740,2,4
David Simmons,33,M,8LPNW,338465,0,1,0
Stacey Dodson,38,F,9LPNY,764477,1665,3,9
Laura Woods,45,F,8LPNW,647963,2035,3,11
Justin Clark,44,M,10LPNZ,166934,2590,3,14
Melanie Robinson,37,F,10LPNX,842510,1665,2,9
Pamela Montgomery,45,F,7LPNX,276932,0,1,0
Kelly Harrison,24,F,5LPNY,443277,1665,3,9
Cody Torres,32,M,5LPNZ,349763,0,2,0
Christian Webb,30,M,2LPNZ,660279,1110,3,6
Shane Hammond,21,M,7LPNY,161678,555,1,3
Daniel Hunt,37,M,7LPNW,150187,555,1,3
Rodney Glenn,44,M,6LPNY,706196,1110,2,6
Beverly Jackson,47,F,6LPNX,800813,1480,2,8
Nicholas Williams,42,M,1LPNZ,398914,1850,3,10
Ashley Ruiz,20,F,7LPNZ,144675,2775,3,15
Dr. Nancy Ross,43,F,3LPNW,936100,2590,3,14
Taylor Smith,23,F,2LPNZ,430670,740,2,4
Rachel Fernandez,24,F,9LPNX,329850,0,1,0
Megan Cantrell,24,F,6LPNY,800475,1110,3,6
Ryan Madden,43,M,7LPNY,176670,0,3,0
Vanessa Wolfe,35,F,6LPNX,783374,370,3,2
David Lee,47,M,1LPNZ,385772,740,2,4
Virginia Harvey,50,F,9LPNX,147557,1295,2,7
Logan Erickson,34,M,9LPNZ,929305,740,1,4
Antonio Vincent,18,M,4LPNW,940734,555,1,3
Rebecca Hogan,33,F,4LPNW,372827,1480,2,8
Amanda Harris,19,F,10LPNZ,199187,740,2,4
Lisa Arnold,25,F,2LPNZ,984973,370,1,2
Molly Irwin,30,F,8LPNW,443819,925,3,5
Hailey Smith,48,F,7LPNZ,103249,2220,3,12
Scott Ross,19,M,4LPNZ,597148,1665,3,9
Kelly Salazar,35,F,3LPNX,602700,555,3,3
Rebecca Jackson,20,F,6LPNY,722349,185,3,1
Marisa Garcia,39,F,6LPNY,397189,370,1,2
Michelle West,24,F,1LPNX,622344,185,2,1
Kayla Mitchell,18,F,4LPNZ,935464,0,1,0
Juan Chang,36,M,3LPNY,751485,185,1,1
Alexa Martinez,24,F,9LPNZ,151632,185,1,1
Marcia Dodson,45,F,3LPNW,446774,370,1,2
Samantha Robinson,40,F,8LPNZ,828470,185,3,1
Anthony Mitchell,30,M,5LPNY,389465,1850,2,10
Kyle Carney,19,M,4LPNZ,683267,2590,3,14
Melissa Torres,36,F,3LPNX,219009,0,1,0
Breanna Olson,32,F,2LPNX,748352,0,2,0
Kevin Beck,32,M,7LPNZ,529333,0,3,0
Michael Walker MD,39,M,10LPNW,998761,925,3,5
Mrs. Wanda Jimenez,31,F,3LPNW,308833,555,1,3
Brooke Miller,32,F,4LPNX,700745,555,3,3
Karina Mathis,29,F,5LPNX,236331,370,1,2
William Reynolds,44,M,3LPNX,573369,740,2,4
Wendy Webb,42,F,5LPNZ,782586,0,3,0
Christy Ferguson,46,F,5LPNX,129876,740,1,4
Jerome Potts,44,M,9LPNW,596904,1480,3,8
Kimberly Mueller,39,F,8LPNZ,564255,1665,3,9
Donna Johnston,42,F,2LPNZ,285014,185,1,1
Anthony Shepherd,24,M,1LPNW,587317,925,1,5
Nicholas Smith,42,M,4LPNZ,437722,370,1,2
Melissa Harrison,19,F,6LPNW,541609,370,2,2
Daniel White,48,M,6LPNZ,362509,925,1,5
Lisa Moore,24,F,5LPNZ,136291,740,3,4
William Brown,26,M,9LPNZ,177365,740,1,4
Vincent Williamson,37,M,9LPNW,329566,740,2,4
Kristi Garcia,42,F,7LPNZ,890829,740,2,4
Todd Perez,27,M,9LPNY,312605,185,2,1
Keith Rivers,47,M,2LPNX,247432,0,1,0
Andre Dorsey,48,M,7LPNX,421208,1295,2,7
Natalie Sharp,27,F,5LPNY,495262,1295,3,7
Stacy Greene,24,F,6LPNW,749679,2590,3,14
Heather Brown,33,F,4LPNY,199628,1110,3,6
Cynthia West,46,F,10LPNW,343318,1850,3,10
Rose Adkins,48,F,5LPNY,695254,1665,2,9
Mr. Mark James MD,25,M,5LPNY,146162,2405,3,13
Sheryl Alvarado,24,F,4LPNW,989005,1480,3,8
Kristin Walker,46,F,4LPNY,835361,2405,3,13
James Jones,18,M,10LPNZ,876763,1110,2,6
Theresa Bates,38,F,2LPNW,954872,1110,2,6
Andrew Park,35,M,3LPNW,846929,2590,3,14
Cory Flowers,47,M,3LPNW,865177,1480,2,8
Shelly Brown,30,F,10LPNY,470900,370,3,2
Bonnie Henry,45,F,6LPNY,885313,370,1,2
Jenny Burns,38,F,3LPNX,160180,925,1,5
Manuel Yang,29,M,5LPNW,124428,1110,2,6
Barbara Morse,43,F,6LPNX,171216,740,1,4
Thomas Garcia PhD,25,M,4LPNZ,143314,370,1,2
James Clark,44,M,5LPNW,790270,2775,3,15
Russell Davis,38,M,2LPNX,659495,2590,3,14
Noah Jackson,25,M,3LPNW,713543,2220,3,12
Katherine Hardy,33,F,8LPNZ,586487,555,1,3
Gregory Johnson,24,M,7LPNY,977019,370,3,2
Beth Smith,20,F,8LPNY,154855,0,2,0
Michael Tucker,28,M,1LPNY,948383,1850,2,10
Jeffrey Beck,20,M,5LPNW,625273,555,2,3
Mr. Jamie Allen,33,M,2LPNW,663911,740,1,4
Steven Lowe,34,M,4LPNW,100375,1480,3,8
Daniel Barnes,23,M,7LPNW,181633,555,1,3
Scott Frederick,41,M,1LPNW,168354,925,1,5
Mr. Michael Glover,34,M,3LPNW,557871,555,2,3
John Fritz,37,M,6LPNW,233996,740,3,4
Bonnie Morrison,34,F,8LPNX,825891,925,3,5
Melissa Williams,18,F,8LPNX,416081,740,1,4
Tammy Odom,22,F,8LPNY,114233,555,1,3
Andrew Schultz,29,M,7LPNW,306564,740,1,4
Jeremy Murray,43,M,10LPNX,233905,2220,3,12
Cynthia Walters,20,F,4LPNX,997222,0,2,0
Angel Romero,25,M,10LPNY,713887,2405,3,13
Vanessa Waters,29,F,9LPNW,308810,1110,3,6
Amanda Evans,18,F,8LPNZ,521678,925,1,5
Jacob Brown,40,M,4LPNZ,816369,2220,3,12
Peter Hobbs,34,M,1LPNY,904942,2590,3,14
Julie Hernandez,29,F,9LPNY,193459,1850,2,10
Charles Murray,43,M,2LPNY,851435,555,1,3
Louis Ellis,26,M,4LPNY,513577,1665,2,9
Jessica Hicks,45,F,5LPNX,914351,2775,3,15
Molly Clark,50,F,7LPNZ,563901,0,1,0
Timothy Maddox,39,M,1LPNZ,497763,925,2,5
Shane Castro,22,M,1LPNZ,159076,555,1,3
Christine Santana,50,F,2LPNY,674230,2220,3,12
Robert Stephens,35,M,7LPNW,381398,1480,2,8
Theresa Lowe,38,F,9LPNX,653897,0,3,0
Caroline Vasquez,47,F,9LPNZ,646537,1850,3,10
Kelly Le,43,F,5LPNW,792915,555,3,3
Timothy Bennett,29,M,7LPNY,988260,185,1,1
Danielle Griffin,43,F,7LPNY,710819,1295,2,7
Jessica Miller,23,F,10LPNW,748423,370,3,2
Dustin Park,47,M,9LPNZ,128203,2775,3,15
Johnny Smith,39,M,7LPNX,586338,1110,3,6
Kathryn Herrera,45,F,10LPNY,562409,185,3,1
Sarah Vasquez,36,F,8LPNX,248067,2035,3,11
Bonnie Christensen,39,F,9LPNY,482624,1295,2,7
Christopher Reyes,39,M,7LPNY,457490,185,1,1
Pamela Reeves,36,F,1LPNY,689288,370,1,2
Teresa Wells,37,F,8LPNX,270664,0,2,0
Heather Martin,40,F,6LPNX,154571,0,3,0
John Keller,48,M,4LPNY,490295,1850,3,10
Shawn Moreno,23,M,4LPNX,984376,1665,3,9
Anthony Navarro,44,M,9LPNX,802740,2405,3,13
Michele Lewis,21,F,5LPNX,113237,1665,3,9
Alexander Lewis,27,M,9LPNX,264420,1480,3,8
Angela Owens,32,F,10LPNY,602865,2220,3,12
